customer_id,cohort_month,tenure_months,plan,monthly_charges,support_calls_last_90d,login_days_last_30d,churned
C03821,2023-06,15,Basic,24.94,1,18,0
C03822,2023-09,25,Standard,61.57,2,16,0
C03823,2023-04,24,Premium,95.96,2,29,0
C03824,2024-02,38,Standard,65.57,2,12,0
C03825,2023-06,51,Standard,62.0,1,17,0
C03826,2023-04,27,Premium,103.03,1,0,0
C03827,2023-04,60,Premium,99.12,4,14,0
C03828,2023-01,30,Standard,56.08,6,16,0
C03829,2023-09,45,Premium,95.65,1,21,0
C03830,2023-01,29,Premium,101.82,0,8,0
C03831,2024-06,43,Premium,99.97,2,5,0
C03832,2023-12,7,Basic,30.67,1,25,0
C03833,2023-01,4,Standard,52.18,0,8,1
C03834,2023-06,40,Premium,91.0,3,5,0
C03835,2024-03,17,Premium,99.28,0,9,1
C03836,2024-02,31,Basic,29.15,1,26,0
C03837,2023-11,39,Standard,53.6,0,0,1
C03838,2023-01,51,Basic,29.05,0,8,0
C03839,2024-03,8,Premium,95.37,0,22,0
C03840,2024-02,59,Premium,95.62,0,4,0
C03841,2023-01,42,Standard,56.91,2,8,0
C03842,2024-02,45,Premium,97.66,3,13,0
C03843,2023-11,6,Standard,66.82,1,10,0
C03844,2024-02,10,Standard,53.18,0,22,0
C03845,2023-12,22,Standard,52.84,3,14,1
C03846,2023-03,55,Standard,68.53,1,12,0
C03847,2024-05,52,Basic,22.71,2,15,0
C03848,2024-01,2,Basic,25.59,2,17,0
C03849,2023-06,51,Standard,55.81,3,20,0
C03850,2023-10,53,Premium,97.94,2,36,0
C03851,2024-04,25,Premium,110.99,2,25,0
C03852,2023-07,57,Basic,28.47,2,22,0
C03853,2023-09,34,Basic,29.34,3,27,0
C03854,2023-09,35,Basic,26.01,1,21,0
C03855,2023-11,25,Basic,21.72,1,23,0
C03856,2023-05,3,Basic,26.78,1,4,0
C03857,2023-03,29,Basic,24.44,3,20,0
C03858,2023-04,18,Basic,29.04,1,12,1
C03859,2023-02,12,Premium,102.68,0,9,0
C03860,2024-05,23,Premium,114.66,1,6,0
C03861,2023-03,33,Standard,58.99,1,1,0
C03862,2023-06,13,Standard,61.48,4,7,0
C03863,2023-07,55,Premium,103.6,0,15,0
C03864,2023-10,15,Premium,88.23,2,8,0
C03865,2024-03,28,Basic,34.72,2,11,0
C03866,2023-06,47,Premium,95.37,1,8,0
C03867,2023-04,58,Basic,30.31,5,21,0
C03868,2024-06,43,Basic,27.38,4,7,0
C03869,2023-06,11,Basic,34.57,0,7,0
C03870,2023-03,14,Basic,35.41,2,11,0
C03871,2023-03,12,Basic,25.15,2,20,1
C03872,2024-04,56,Standard,57.23,2,7,0
C03873,2024-03,38,Premium,102.44,2,15,0
C03874,2023-09,56,Basic,24.53,1,15,0
C03875,2024-06,47,Premium,102.1,1,5,0
C03876,2023-03,43,Basic,27.48,0,23,0
C03877,2023-01,46,Basic,27.44,0,10,0
C03878,2023-08,3,Standard,61.91,4,21,0
C03879,2023-08,56,Standard,60.47,2,5,0
C03880,2023-09,11,Premium,84.92,3,14,0
C03881,2023-05,42,Basic,32.07,1,16,0
C03882,2023-07,43,Premium,96.84,1,18,0
C03883,2024-05,45,Premium,96.11,3,33,0
C03884,2024-03,5,Basic,29.94,2,24,1
C03885,2023-09,58,Basic,38.87,0,17,0
C03886,2024-02,34,Standard,64.7,1,10,0
C03887,2023-07,12,Standard,66.3,3,23,1
C03888,2023-06,1,Premium,94.43,3,23,1
C03889,2024-06,49,Basic,26.34,3,28,0
C03890,2024-02,32,Basic,21.9,2,0,0
C03891,2024-06,39,Premium,97.65,3,0,1
C03892,2023-05,49,Premium,93.91,1,8,0
C03893,2023-04,4,Basic,39.06,8,11,1
C03894,2023-01,54,Premium,93.44,3,0,1
C03895,2023-02,27,Premium,95.34,1,9,0
C03896,2023-06,30,Basic,21.09,0,8,0
C03897,2024-03,7,Premium,89.7,1,24,0
C03898,2023-02,41,Premium,95.28,1,23,0
C03899,2024-05,10,Basic,22.31,4,0,0
C03900,2023-01,36,Premium,95.12,3,16,0
C03901,2023-02,59,Standard,53.41,1,0,0
C03902,2023-12,28,Standard,58.41,0,21,0
C03903,2023-02,58,Basic,25.26,0,20,0
C03904,2024-04,28,Premium,108.42,2,20,0
C03905,2023-05,5,Standard,48.03,1,12,0
C03906,2023-08,29,Standard,60.55,2,13,0
C03907,2023-11,55,Premium,88.74,1,25,0
C03908,2023-03,14,Premium,98.75,0,3,0
C03909,2024-02,41,Premium,103.61,3,19,1
C03910,2024-02,5,Premium,98.63,0,1,0
C03911,2023-06,8,Standard,57.95,3,8,0
C03912,2023-12,8,Premium,96.83,0,5,0
C03913,2023-02,37,Basic,30.22,1,10,0
C03914,2023-09,57,Standard,62.46,1,20,0
C03915,2023-09,11,Premium,100.2,1,19,0
C03916,2024-03,56,Premium,107.61,2,5,0
C03917,2024-02,7,Standard,55.4,0,16,0
C03918,2023-12,8,Premium,95.84,1,0,0
C03919,2023-03,48,Basic,32.09,1,7,0
C03920,2023-06,55,Premium,100.63,0,15,0
C03921,2023-08,54,Standard,60.03,1,21,0
C03922,2024-02,59,Premium,98.27,3,28,0
C03923,2024-04,23,Premium,98.22,1,13,0
C03924,2023-11,39,Standard,51.18,5,6,0
C03925,2023-07,37,Basic,26.05,2,11,0
C03926,2024-06,42,Basic,30.5,1,7,0
C03927,2024-03,21,Basic,29.68,2,12,1
C03928,2023-08,32,Premium,103.34,3,9,0
C03929,2023-06,10,Standard,61.02,2,19,0
C03930,2023-01,38,Premium,99.37,1,15,0
C03931,2023-08,13,Standard,52.94,0,27,0
C03932,2023-12,50,Basic,30.35,1,18,1
C03933,2023-01,60,Basic,32.62,2,19,0
C03934,2023-06,39,Basic,31.2,2,19,0
C03935,2023-06,38,Premium,101.68,4,20,0
C03936,2024-05,53,Standard,69.44,1,7,0
C03937,2023-07,28,Basic,25.64,1,9,0
C03938,2023-07,7,Basic,33.7,1,16,0
C03939,2023-01,59,Premium,100.73,0,22,0
C03940,2023-03,56,Premium,105.0,2,10,0
C03941,2023-06,38,Basic,25.92,2,22,1
C03942,2023-11,44,Standard,56.97,1,12,0
C03943,2024-05,38,Basic,36.02,4,28,0
C03944,2024-01,24,Premium,95.22,0,16,0
C03945,2023-11,43,Standard,58.06,2,32,0
C03946,2024-01,47,Standard,55.99,2,8,0
C03947,2024-02,8,Premium,102.2,4,25,0
C03948,2023-02,53,Basic,32.27,3,13,1
C03949,2023-08,56,Standard,56.61,1,7,0
C03950,2023-12,30,Premium,106.78,0,11,0
C03951,2024-05,49,Basic,23.25,2,18,1
C03952,2024-06,5,Premium,93.74,3,11,0
C03953,2024-03,46,Basic,35.06,0,26,0
C03954,2023-08,57,Premium,98.6,3,14,1
C03955,2023-06,28,Premium,94.77,4,13,0
C03956,2023-10,19,Premium,94.81,1,9,0
C03957,2023-12,58,Standard,59.55,2,8,0
C03958,2023-03,58,Basic,29.97,4,7,1
C03959,2024-02,3,Basic,26.9,2,15,0
C03960,2024-03,36,Premium,99.24,2,22,0
C03961,2023-11,12,Standard,54.13,3,12,0
C03962,2024-05,5,Standard,56.37,1,16,0
C03963,2023-12,5,Basic,28.77,1,13,0
C03964,2024-01,40,Basic,36.0,0,8,0
C03965,2024-04,51,Premium,96.15,2,4,0
C03966,2023-09,18,Standard,60.53,1,19,1
C03967,2023-11,43,Premium,97.18,2,18,0
C03968,2024-05,27,Standard,61.59,0,5,0
C03969,2023-06,19,Premium,98.32,1,12,0
C03970,2023-09,11,Standard,57.13,0,14,0
C03971,2024-05,50,Basic,22.79,3,18,1
C03972,2023-05,52,Premium,102.25,1,14,0
C03973,2023-07,53,Basic,33.11,2,15,1
C03974,2023-03,34,Premium,100.48,2,21,0
C03975,2023-10,57,Premium,85.29,4,32,1
C03976,2023-11,29,Basic,40.97,4,14,0
C03977,2023-05,7,Basic,24.21,0,20,0
C03978,2023-10,43,Basic,27.17,1,25,1
C03979,2023-02,43,Basic,27.17,0,17,1
C03980,2023-02,37,Standard,46.86,3,10,1
C03981,2023-09,53,Standard,57.51,2,5,0
C03982,2023-06,59,Basic,27.43,2,16,0
C03983,2023-10,13,Basic,31.03,3,24,0
C03984,2023-04,53,Basic,22.21,0,10,1
C03985,2024-03,46,Standard,63.35,0,13,1
C03986,2023-10,52,Basic,31.6,0,14,0
C03987,2023-08,5,Standard,62.8,4,16,0
C03988,2024-06,47,Standard,50.5,2,16,0
C03989,2023-05,30,Standard,62.21,1,27,0
C03990,2024-01,31,Standard,60.88,1,6,0
C03991,2024-03,14,Basic,24.08,4,4,1
C03992,2024-04,60,Premium,91.81,3,16,0
C03993,2023-05,12,Basic,26.01,2,21,0
C03994,2023-02,51,Basic,32.21,1,2,0
C03995,2023-09,33,Premium,96.88,3,16,0
C03996,2023-06,26,Standard,54.09,1,13,0
C03997,2023-12,16,Standard,55.64,2,11,0
C03998,2023-07,60,Standard,59.67,2,11,0
C03999,2024-03,24,Premium,99.97,3,25,1
C04000,2023-07,6,Basic,34.76,0,13,0
C04001,2023-06,47,Premium,107.34,2,18,0
C04002,2023-09,25,Standard,60.99,2,13,0
C04003,2023-10,51,Standard,55.54,1,5,0
C04004,2023-06,8,Basic,25.29,0,10,0
C04005,2023-12,8,Premium,96.65,2,26,0
C04006,2024-02,5,Basic,27.99,1,18,0
C04007,2023-05,15,Basic,40.27,1,24,0
C04008,2023-10,3,Premium,97.81,2,14,0
C04009,2023-10,1,Premium,98.12,4,19,1
C04010,2024-03,60,Premium,99.22,0,9,0
C04011,2023-05,3,Standard,62.01,1,14,0
C04012,2023-02,50,Premium,106.67,0,4,0
C04013,2024-04,7,Premium,102.19,4,11,0
C04014,2023-04,39,Standard,54.84,1,13,0
C04015,2023-01,32,Premium,91.24,1,8,0
C04016,2023-03,17,Premium,99.56,1,30,0
C04017,2024-04,45,Basic,34.55,2,24,0
C04018,2023-12,7,Basic,26.3,2,8,0
C04019,2023-11,11,Standard,56.55,0,9,0
C04020,2023-07,30,Premium,93.62,1,8,0
C04021,2023-08,28,Basic,32.83,1,16,0
C04022,2024-01,20,Basic,28.77,3,13,0
C04023,2023-06,50,Basic,21.47,1,20,0
C04024,2024-05,12,Premium,98.42,4,0,0
C04025,2024-03,42,Premium,95.27,1,3,0
C04026,2023-04,60,Basic,25.28,2,1,0
C04027,2024-04,14,Basic,33.58,1,14,0
C04028,2023-03,27,Standard,57.08,1,21,0
C04029,2024-01,50,Premium,99.31,1,8,0
C04030,2024-03,8,Premium,102.09,2,23,0
C04031,2024-03,28,Premium,95.26,1,19,0
C04032,2024-01,25,Basic,31.26,1,11,0
C04033,2023-03,7,Standard,66.3,1,20,0
C04034,2024-02,35,Basic,29.73,1,9,0
C04035,2024-04,24,Premium,108.39,2,6,1
C04036,2023-06,29,Basic,33.54,2,17,0
C04037,2023-05,59,Basic,30.07,1,2,0
C04038,2023-05,43,Premium,91.08,2,9,0
C04039,2024-03,23,Basic,32.09,0,22,0
C04040,2024-01,2,Premium,102.57,2,8,0
C04041,2023-04,30,Basic,30.79,1,12,0
C04042,2023-09,31,Basic,34.64,0,9,0
C04043,2024-06,40,Basic,27.24,2,14,0
C04044,2024-04,10,Standard,67.44,3,20,0
C04045,2024-03,48,Basic,40.06,2,23,0
C04046,2023-11,18,Basic,27.03,1,20,0
C04047,2023-04,23,Premium,104.22,2,5,0
C04048,2023-05,27,Basic,33.06,3,0,0
C04049,2023-08,33,Standard,51.88,2,0,0
C04050,2023-09,7,Standard,64.04,2,22,0
C04051,2024-03,55,Premium,97.99,1,17,0
C04052,2023-12,59,Premium,96.48,3,17,0
C04053,2023-05,55,Premium,97.09,3,13,0
C04054,2024-06,59,Standard,46.46,2,12,0
C04055,2023-12,47,Basic,34.33,2,18,0
C04056,2023-03,15,Basic,23.77,0,17,0
C04057,2023-07,57,Premium,103.93,0,18,0
C04058,2023-06,27,Standard,59.78,0,7,0
C04059,2023-05,5,Basic,22.49,0,19,0
C04060,2023-01,26,Basic,34.56,2,16,0
C04061,2023-05,5,Premium,97.61,2,21,0
C04062,2024-04,10,Standard,61.27,0,2,0
C04063,2023-07,43,Standard,58.24,1,17,0
C04064,2023-07,52,Premium,105.35,0,17,0
C04065,2024-03,28,Premium,97.95,1,19,1
C04066,2024-02,52,Basic,31.53,1,27,0
C04067,2023-06,53,Standard,57.3,2,15,0
C04068,2024-03,27,Standard,53.26,6,4,1
C04069,2023-05,6,Standard,62.32,1,9,0
C04070,2023-05,22,Premium,95.85,3,18,0
C04071,2023-09,40,Premium,97.66,1,20,0
C04072,2023-03,3,Standard,62.53,1,16,0
C04073,2024-01,58,Premium,88.82,4,15,1
C04074,2024-01,47,Standard,59.16,2,12,0
C04075,2023-10,31,Premium,94.33,0,15,0
C04076,2023-11,2,Premium,92.18,2,19,0
C04077,2023-03,8,Basic,28.59,1,14,0
C04078,2024-01,26,Standard,55.18,2,9,0
C04079,2023-05,3,Premium,94.1,0,13,0
C04080,2023-05,56,Standard,54.43,0,16,0
C04081,2023-07,22,Basic,27.38,0,2,0
C04082,2023-01,23,Standard,62.92,0,14,0
C04083,2023-09,4,Basic,34.33,1,18,0
C04084,2024-06,1,Standard,59.63,1,11,1
C04085,2023-11,57,Standard,61.63,1,20,0
C04086,2023-12,54,Premium,102.92,0,5,0
C04087,2024-01,14,Premium,93.7,1,21,0
C04088,2024-02,44,Basic,28.01,0,15,0
C04089,2023-11,15,Standard,61.41,0,17,1
C04090,2023-10,48,Premium,99.77,3,6,1
C04091,2024-02,12,Premium,97.01,1,6,1
C04092,2024-06,11,Standard,63.62,0,12,0
C04093,2023-06,25,Premium,96.09,0,14,0
C04094,2024-05,4,Standard,69.36,2,34,0
C04095,2023-09,29,Standard,70.26,2,13,0
C04096,2023-02,34,Standard,59.1,1,16,0
C04097,2024-04,14,Basic,31.77,2,3,0
C04098,2023-11,5,Basic,33.52,3,11,1
C04099,2023-01,3,Premium,95.67,2,0,0
C04100,2023-12,20,Basic,27.61,3,19,0
C04101,2023-11,32,Premium,94.91,1,5,0
C04102,2023-01,19,Premium,97.85,2,23,0
C04103,2023-09,32,Premium,99.93,1,15,0
C04104,2023-12,21,Premium,99.79,1,30,0
C04105,2023-11,2,Standard,50.49,0,15,0
C04106,2023-10,27,Standard,59.4,1,5,0
C04107,2023-06,41,Basic,37.19,3,12,1
C04108,2024-01,36,Basic,37.82,2,14,0
C04109,2023-02,55,Standard,60.03,2,20,0
C04110,2024-01,50,Basic,31.88,1,15,0
C04111,2023-03,48,Standard,52.21,1,18,0
C04112,2024-02,5,Premium,108.16,1,26,1
C04113,2023-05,41,Basic,25.12,1,5,0
C04114,2024-02,44,Standard,62.53,1,22,0
C04115,2023-06,39,Premium,100.78,2,14,0
C04116,2023-08,9,Standard,58.72,1,16,0
C04117,2023-04,58,Premium,94.43,3,23,0
C04118,2023-03,51,Premium,106.07,1,15,0
C04119,2023-02,34,Premium,96.51,3,27,0
C04120,2023-12,46,Standard,63.55,1,24,0
C04121,2024-01,42,Premium,98.27,0,17,0
C04122,2023-05,27,Premium,102.38,0,13,0
C04123,2023-03,53,Basic,30.3,0,10,0
C04124,2024-01,15,Premium,102.36,0,12,0
C04125,2024-04,49,Standard,62.61,2,15,0
C04126,2023-06,6,Basic,29.37,1,3,0
C04127,2024-04,31,Standard,64.97,1,12,1
C04128,2023-10,17,Standard,56.17,1,19,0
C04129,2024-06,52,Basic,47.46,1,16,0
C04130,2023-03,19,Premium,91.68,4,14,1
C04131,2023-09,39,Basic,35.34,0,17,1
C04132,2024-02,4,Premium,86.48,0,14,1
C04133,2023-08,47,Premium,99.52,1,14,0
C04134,2024-04,45,Standard,51.85,4,19,1
C04135,2023-02,12,Standard,68.59,6,16,0
C04136,2023-03,60,Basic,37.91,2,0,0
C04137,2023-03,60,Premium,100.61,0,13,0
C04138,2023-11,51,Premium,95.7,3,5,1
C04139,2023-05,22,Basic,27.06,1,20,0
C04140,2023-06,19,Basic,28.1,1,9,0
C04141,2023-06,27,Standard,57.41,2,23,0
C04142,2024-06,3,Standard,71.59,3,16,0
C04143,2023-02,26,Standard,64.1,3,14,0
C04144,2023-01,49,Premium,106.99,1,16,0
C04145,2023-11,33,Premium,88.43,2,16,0
C04146,2023-03,5,Basic,38.22,2,19,0
C04147,2023-01,41,Basic,21.47,6,7,1
C04148,2024-01,3,Basic,32.81,1,27,0
C04149,2023-12,56,Standard,55.14,2,28,0
C04150,2023-05,17,Premium,101.92,3,8,0
C04151,2024-03,60,Premium,100.65,2,2,0
C04152,2023-09,6,Premium,97.8,2,12,0
C04153,2023-12,4,Standard,63.61,1,28,1
C04154,2024-04,34,Premium,104.49,0,10,0
C04155,2024-05,47,Standard,58.57,2,4,0
C04156,2023-01,2,Premium,93.48,2,17,0
C04157,2023-11,17,Premium,97.75,1,7,0
C04158,2023-04,2,Standard,60.63,3,8,0
C04159,2023-12,48,Premium,93.37,1,4,0
C04160,2024-01,47,Premium,105.33,1,14,0
C04161,2024-04,7,Basic,31.1,1,18,1
C04162,2023-04,50,Premium,98.94,1,18,0
C04163,2023-03,11,Basic,29.06,1,11,0
C04164,2024-01,36,Premium,92.04,1,26,0
C04165,2024-05,27,Standard,54.11,0,16,1
C04166,2023-12,39,Standard,54.13,0,24,0
C04167,2024-03,35,Standard,52.0,1,18,0
C04168,2024-02,52,Basic,33.4,1,22,0
C04169,2023-02,52,Standard,55.97,0,19,0
C04170,2023-05,23,Standard,54.24,1,28,0
C04171,2023-07,19,Standard,62.45,2,12,0
C04172,2023-02,52,Basic,30.02,4,14,0
C04173,2023-03,58,Premium,101.43,0,6,0
C04174,2024-02,28,Basic,35.11,0,12,0
C04175,2023-11,44,Basic,27.33,1,11,0
C04176,2024-02,57,Premium,89.38,1,15,0
C04177,2023-11,25,Basic,28.97,3,18,0
C04178,2023-07,1,Basic,39.05,1,15,0
C04179,2023-05,41,Premium,97.08,3,5,1
C04180,2024-02,10,Basic,26.17,1,2,0
C04181,2024-01,60,Premium,98.71,3,11,1
C04182,2024-04,45,Premium,102.74,0,17,0
C04183,2024-03,44,Standard,53.49,3,29,0
C04184,2023-11,24,Standard,58.78,0,12,0
C04185,2023-10,45,Basic,31.15,2,19,0
C04186,2023-03,20,Standard,70.0,1,11,0
C04187,2024-03,54,Standard,64.07,1,21,0
C04188,2023-01,24,Premium,100.1,1,40,0
C04189,2024-06,8,Premium,97.86,1,12,0
C04190,2023-11,2,Premium,102.42,2,8,0
C04191,2023-12,50,Basic,30.9,1,23,0
C04192,2023-05,55,Basic,33.95,3,0,1
C04193,2023-05,56,Standard,48.61,1,31,0
C04194,2023-04,22,Premium,105.63,1,20,0
C04195,2023-08,7,Standard,62.95,2,6,1
C04196,2023-08,30,Basic,26.7,1,3,1
C04197,2023-09,55,Basic,30.65,0,4,0
C04198,2024-02,60,Standard,55.56,2,10,0
C04199,2024-06,48,Standard,51.87,2,5,0
C04200,2023-01,59,Standard,58.25,0,19,0
C04201,2023-02,19,Basic,21.43,1,11,0
C04202,2023-03,40,Premium,102.22,0,0,1
C04203,2024-02,42,Basic,28.15,2,10,0
C04204,2024-05,12,Standard,57.26,0,17,0
C04205,2024-03,8,Standard,61.3,1,10,1
C04206,2023-07,13,Standard,61.14,0,19,0
C04207,2023-03,51,Premium,106.45,1,18,0
C04208,2023-02,57,Basic,23.68,3,9,1
C04209,2023-11,42,Premium,94.36,0,21,0
C04210,2023-11,41,Basic,31.9,0,0,0
C04211,2023-08,15,Premium,97.59,4,15,0
C04212,2023-09,42,Standard,59.78,0,15,0
C04213,2024-04,32,Standard,49.27,1,12,0
C04214,2024-01,28,Basic,32.19,2,14,0
C04215,2023-06,22,Basic,19.79,1,10,0
C04216,2024-01,47,Basic,24.5,3,18,0
C04217,2023-08,42,Premium,96.21,3,6,0
C04218,2023-03,44,Basic,32.53,0,16,0
C04219,2024-02,9,Standard,60.36,1,10,0
C04220,2024-01,7,Premium,100.54,2,15,0
C04221,2023-10,4,Standard,61.75,2,12,0
C04222,2023-12,15,Basic,27.5,0,9,0
C04223,2024-01,49,Premium,102.52,0,22,0
C04224,2023-09,24,Basic,33.66,2,17,0
C04225,2023-06,25,Premium,98.05,5,22,0
C04226,2023-08,22,Standard,56.59,4,15,0
C04227,2023-02,16,Basic,19.15,2,17,0
C04228,2023-05,41,Basic,32.84,2,7,0
C04229,2023-03,50,Basic,24.8,2,13,0
C04230,2023-12,8,Standard,60.45,1,5,0
C04231,2023-08,28,Standard,54.91,0,22,0
C04232,2023-06,31,Standard,57.29,1,25,0
C04233,2023-05,7,Standard,61.11,1,8,0
C04234,2023-06,45,Premium,100.18,1,6,0
C04235,2023-08,48,Premium,95.09,2,19,0
C04236,2024-04,37,Premium,96.0,0,12,1
C04237,2023-12,13,Premium,97.51,2,11,0
C04238,2023-01,15,Basic,24.62,1,15,0
C04239,2024-06,41,Premium,96.18,3,5,0
C04240,2024-02,35,Premium,99.22,3,0,1
C04241,2023-04,39,Standard,53.67,1,25,0
C04242,2024-04,1,Premium,97.44,2,13,0
C04243,2023-10,25,Standard,58.93,2,7,0
C04244,2024-04,30,Premium,98.0,4,11,1
C04245,2023-05,26,Standard,64.65,0,7,0
C04246,2024-05,27,Basic,30.88,2,12,0
C04247,2023-01,5,Standard,52.13,2,6,0
C04248,2023-03,8,Basic,30.96,1,10,0
C04249,2023-09,6,Standard,48.94,0,5,0
C04250,2023-03,13,Premium,97.68,1,21,0
C04251,2023-02,54,Standard,63.92,1,20,0
C04252,2023-09,31,Premium,95.04,2,18,0
C04253,2023-09,17,Standard,63.73,2,13,0
C04254,2023-05,24,Standard,57.68,1,11,0
C04255,2023-06,32,Basic,28.04,1,22,0
C04256,2023-10,1,Standard,58.34,0,30,0
C04257,2023-10,43,Basic,34.46,0,33,0
C04258,2024-04,25,Basic,35.29,1,20,0
C04259,2024-05,13,Basic,32.15,2,9,0
C04260,2024-05,21,Basic,21.71,0,10,1
C04261,2023-04,11,Premium,97.16,0,15,0
C04262,2023-02,28,Standard,63.59,0,24,0
C04263,2023-01,45,Basic,31.73,0,16,0
C04264,2023-08,36,Premium,106.94,1,10,0
C04265,2024-03,35,Premium,101.29,7,10,1
C04266,2023-03,31,Basic,26.47,0,19,0
C04267,2024-06,45,Basic,19.01,0,16,0
C04268,2023-10,42,Standard,51.77,0,9,0
C04269,2023-02,3,Basic,41.29,1,17,0
C04270,2023-03,44,Basic,27.91,0,5,0
C04271,2023-05,43,Basic,24.93,2,13,0
C04272,2023-10,53,Standard,63.24,2,15,0
C04273,2023-05,12,Basic,21.18,2,14,0
C04274,2023-10,20,Premium,97.29,4,2,0
C04275,2023-12,41,Premium,95.79,1,19,0
C04276,2024-05,57,Basic,24.81,2,16,0
C04277,2024-04,14,Standard,61.22,2,25,0
C04278,2023-11,18,Premium,100.68,2,12,0
C04279,2023-05,58,Basic,20.86,3,23,0
C04280,2024-04,13,Premium,102.48,1,7,0
C04281,2023-06,19,Basic,28.84,3,14,0
C04282,2023-03,49,Standard,61.15,2,27,0
C04283,2023-08,36,Standard,62.28,3,12,0
C04284,2023-12,8,Standard,49.04,1,23,0
C04285,2024-01,47,Premium,100.95,0,14,0
C04286,2023-11,3,Standard,54.37,0,1,1
C04287,2023-12,24,Standard,70.04,3,25,0
C04288,2023-04,22,Premium,99.48,1,13,0
C04289,2024-05,55,Premium,103.23,2,8,0
C04290,2023-08,59,Basic,35.45,4,19,0
C04291,2023-09,31,Standard,61.03,4,12,0
C04292,2023-12,40,Premium,98.53,3,11,0
C04293,2023-07,36,Standard,62.1,2,36,0
C04294,2023-04,49,Basic,26.12,1,4,0
C04295,2023-08,51,Basic,25.67,0,11,0
C04296,2023-07,52,Premium,98.55,1,13,0
C04297,2023-06,54,Basic,33.25,0,21,1
C04298,2023-04,54,Standard,65.24,1,26,0
C04299,2024-03,58,Premium,96.07,1,23,0
C04300,2024-03,23,Basic,21.83,3,12,1
C04301,2023-01,44,Basic,32.25,1,21,1
C04302,2024-05,41,Premium,94.44,1,21,0
C04303,2023-04,16,Basic,28.61,3,4,1
C04304,2024-05,21,Basic,34.05,0,18,1
C04305,2023-10,4,Standard,57.79,1,17,0
C04306,2024-06,49,Premium,100.59,0,10,0
C04307,2024-04,42,Premium,100.01,3,17,1
C04308,2023-09,1,Standard,61.58,4,24,0
C04309,2023-08,3,Standard,57.03,3,10,0
C04310,2023-02,52,Premium,94.14,2,16,0
C04311,2024-02,60,Standard,53.47,3,9,0
C04312,2023-03,34,Premium,99.64,1,7,0
C04313,2023-08,14,Premium,107.59,1,23,0
C04314,2023-05,25,Basic,26.13,1,22,0
C04315,2023-07,16,Basic,26.52,1,12,0
C04316,2023-12,50,Standard,57.56,3,9,0
C04317,2024-02,44,Standard,50.86,4,5,0
C04318,2023-05,45,Premium,110.16,0,19,1
C04319,2024-06,20,Premium,111.13,2,24,0
C04320,2023-07,4,Standard,55.89,3,33,1
C04321,2023-03,30,Premium,89.97,2,23,0
C04322,2023-02,43,Premium,107.46,1,5,0
C04323,2023-06,58,Standard,56.99,2,3,0
C04324,2023-06,9,Standard,59.79,2,14,0
C04325,2024-01,9,Basic,31.73,3,8,0
C04326,2023-11,29,Basic,33.7,2,27,0
C04327,2023-03,32,Basic,31.67,0,15,1
C04328,2024-06,3,Basic,25.12,2,6,1
C04329,2024-05,31,Standard,56.95,0,16,0
C04330,2024-04,9,Basic,20.27,1,6,1
C04331,2023-11,20,Premium,104.86,2,10,0
C04332,2024-04,15,Basic,23.08,4,4,0
C04333,2024-04,22,Premium,102.52,2,10,0
C04334,2023-07,43,Standard,53.67,1,15,0
C04335,2024-06,23,Basic,38.87,1,10,0
C04336,2024-01,31,Premium,97.79,4,21,0
C04337,2023-07,59,Basic,26.58,0,24,0
C04338,2023-07,57,Premium,101.16,0,13,0
C04339,2024-04,53,Standard,52.42,4,6,0
C04340,2023-07,36,Basic,29.77,3,20,0
C04341,2023-09,57,Basic,24.37,2,34,0
C04342,2023-02,48,Standard,57.0,0,0,1
C04343,2024-04,13,Standard,62.93,0,5,0
C04344,2023-09,12,Basic,29.61,0,4,0
C04345,2024-03,40,Premium,96.87,2,22,0
C04346,2023-08,60,Premium,108.05,3,26,0
C04347,2024-01,28,Basic,29.64,3,15,1
C04348,2023-08,24,Premium,101.26,3,6,0
C04349,2023-09,20,Basic,26.24,1,30,0
C04350,2024-03,31,Standard,50.65,1,29,0
C04351,2023-09,19,Standard,50.85,4,4,1
C04352,2024-01,35,Basic,28.92,0,27,0
C04353,2024-06,47,Basic,26.11,0,18,0
C04354,2023-02,34,Premium,102.89,2,20,0
C04355,2023-01,13,Basic,32.9,2,19,0
C04356,2023-10,25,Standard,64.04,2,23,0
C04357,2024-04,49,Basic,18.85,0,22,0
C04358,2023-05,53,Standard,62.43,1,9,0
C04359,2023-08,54,Premium,101.91,5,16,0
C04360,2023-06,5,Premium,105.15,3,14,0
C04361,2023-05,23,Standard,55.09,2,22,0
C04362,2023-07,2,Basic,28.64,0,20,1
C04363,2024-03,37,Premium,102.49,3,17,0
C04364,2024-02,47,Standard,56.18,1,22,0
C04365,2024-05,12,Standard,58.35,1,14,0
C04366,2023-05,13,Basic,36.07,1,25,0
C04367,2023-11,8,Premium,98.32,0,19,0
C04368,2024-01,33,Basic,37.02,0,17,0
C04369,2023-05,13,Premium,103.01,1,10,0
C04370,2024-02,23,Premium,91.18,0,24,0
C04371,2024-01,18,Basic,31.79,0,5,1
C04372,2024-05,33,Premium,101.6,2,15,0
C04373,2023-05,16,Standard,47.39,3,8,0
C04374,2023-04,44,Premium,87.6,2,16,0
C04375,2023-11,29,Premium,99.0,1,21,1
C04376,2023-10,60,Basic,21.18,1,17,0
C04377,2024-06,30,Basic,29.05,2,7,0
C04378,2024-01,34,Basic,32.65,0,34,0
